,Artist,Artist_Id,Album_Name,Album_Id,Track_Title,Track_Id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,Opening - Live,6KOn7RweqUBSZWoKKkHFRb,0.209,0.963,6.0,-12.9,0.0,0.133,8.99e-05,0.913,0.322,0.0829,131.864,90333.0,4.0
1,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,I yah! - Live,1khANf67sdS8kUkjmF218J,0.397,0.901,4.0,-6.97,1.0,0.285,0.0665,0.0,0.888,0.258,171.944,278333.0,4.0
2,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,Git It Up! / 전사의 후예 / You Got Gun - Live,4XkT2bHdbHMPukCpj7mXPJ,0.542,0.913,1.0,-7.763,1.0,0.241,0.108,0.000315,0.89,0.377,97.051,320533.0,4.0
3,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,Opening Ment - Live,65a4TY00ChiawzHVH4xcDO,0.436,0.666,10.0,-14.143,0.0,0.632,0.925,0.000267,0.855,0.08,107.013,284427.0,5.0
4,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,It's Been Raining Since You Left Me / Delight - Live,3vYZaL9lMZ1uKURbcEq4Jz,0.366,0.778,7.0,-9.239,0.0,0.0714,0.164,0.000214,0.891,0.404,99.995,278667.0,4.0
5,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,N.B.K.(Natural Born Killer) - Live,7H9Y6xJsNQLaPLw3COdgo5,0.667,0.914,1.0,-8.073,1.0,0.0873,0.0517,0.0,0.867,0.494,110.037,227067.0,4.0
6,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,Time Will Tell - Live,4xnlCh34wSnw2JbRRYWqBH,0.702,0.768,10.0,-8.454,0.0,0.177,0.491,0.0,0.811,0.531,96.979,266173.0,4.0
7,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,Livin' La Vida Loca (Tony Special) - Live,2lyftOm9r45ja4MC7nXWXc,0.464,0.918,1.0,-7.74,0.0,0.0738,0.000617,0.0,0.824,0.611,177.882,244160.0,4.0
8,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,Only You (KANGTA Solo) - Live,0r3yOoI5592LzWuBGIntBH,0.38,0.524,3.0,-9.068,1.0,0.0388,0.86,0.000148,0.16,0.226,76.602,167507.0,4.0
9,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,Right Here Waiting (KANGTA Solo) - Live,7hvqkt1HOjO1VQiTsBQsPz,0.463,0.421,0.0,-8.005,1.0,0.0247,0.548,1.59e-06,0.651,0.178,86.608,270333.0,4.0
10,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,Full Of Happiness (with fan)[KANGTA Solo] - Live,2Vt9rJLJ8gp5bgIJTlcmZK,0.573,0.711,9.0,-9.915,1.0,0.0992,0.237,2.17e-05,0.232,0.482,132.302,244760.0,4.0
11,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,Let It Be (KANGTA Solo) - Live,6HrRkYrIpROxDLU9oIfV6v,0.272,0.911,0.0,-7.239,1.0,0.0743,0.0356,0.0,0.571,0.422,171.771,173147.0,4.0
12,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,Persia Black Hole (MOON HEE JUN Solo) - Live,4QsEoZiJGbSVIibOcullhq,0.48,0.938,0.0,-8.74,1.0,0.0698,0.000145,0.312,0.772,0.208,120.079,245333.0,4.0
13,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,A Song For Lady - Live,28WCIrsJ25EGrZDImCXOm4,0.252,0.536,0.0,-8.305,1.0,0.0392,0.153,0.0,0.907,0.259,143.984,263427.0,4.0
14,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,We are the Future / OP.T (Operation Takeover) - Live,7xsrmpzEuXfmjV35xwIusH,0.413,0.969,4.0,-6.628,0.0,0.0793,0.00291,7.94e-05,0.653,0.371,132.303,374973.0,4.0
15,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,Scratch Show (Woohyuk Solo) - Live,4tDK2zX6mguOK4IN3UthQh,0.548,0.845,10.0,-14.193,0.0,0.905,0.211,0.766,0.944,0.0408,194.715,132293.0,4.0
16,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,Good-bye For The Last (with Tony) [Woohyuk Special] - Live,0UxcVShlnpaDGGalOq6p9G,0.48,0.829,9.0,-8.672,0.0,0.138,0.0492,0.0,0.674,0.488,84.576,258640.0,4.0
17,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,Full Of Happiness / Hope - Live,5MBXpxwWX7BSpgqGy6TmXT,0.45,0.95,0.0,-6.48,1.0,0.146,0.0721,0.0,0.957,0.498,105.019,285933.0,4.0
18,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,My Mother - Live,65PUG7krDji1Hkuvs8mcvP,0.552,0.831,2.0,-8.419,0.0,0.19,0.398,0.0,0.894,0.457,93.996,273027.0,4.0
19,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,Closing Ment - Live,7bt2tPPC8lAkv0e8BZ2Dd4,0.417,0.566,9.0,-11.951,1.0,0.839,0.923,5.51e-06,0.739,0.143,186.415,139907.0,5.0
20,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,You & I - Live,2I9eRo3vnV7aX9MK7MRC6q,0.505,0.487,0.0,-9.043,1.0,0.0304,0.466,2.36e-06,0.502,0.309,139.931,254600.0,4.0
21,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,We Can Do It - Live,0ME0Hd41OMZBXxFkutZ7z2,0.65,0.941,7.0,-6.774,1.0,0.112,0.343,0.0,0.746,0.606,123.984,260760.0,4.0
22,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,FOREVER 2001 LIVE CONCERT,697cPaD568S5Zt4bgo4cQf,Outside Castle (The Castle Outsiders) - Live,1VCSqss1Oq9BgoKx53IMLO,0.415,0.856,2.0,-7.982,0.0,0.17,0.389,0.000373,0.906,0.249,142.042,345693.0,4.0
23,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,Legend of H.O.T. - Live,3wejsClbY96qC7woPgOt5u,0.261,0.934,9.0,-13.211,1.0,0.672,0.828,0.0469,0.453,0.0425,82.03,175067.0,3.0
24,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,We are the Future - Live,7iKU8XicnsLdgtQh4OjWDs,0.612,0.994,1.0,-7.052,1.0,0.211,0.00377,0.00032,0.916,0.039,129.926,245960.0,4.0
25,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,The Spirit of Fighter - Live,1JbuFLwuVkjXbtLqTOveQm,0.662,0.996,9.0,-5.45,0.0,0.207,0.119,4.75e-05,0.519,0.118,128.017,250827.0,4.0
26,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,Full of happiness / Hope - Live,0QEbUTcfT2trYSRFQyHSJ0,0.403,0.942,0.0,-6.444,1.0,0.0901,0.0848,4.91e-06,0.883,0.359,105.051,309507.0,4.0
27,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,Opening Ment - Live,7jGoAJCi87paR4jQQGVlDd,0.33,0.785,11.0,-11.966,0.0,0.663,0.848,5.73e-05,0.951,0.163,88.849,229360.0,3.0
28,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,Wolf&Sheep - Live,7BzEzp0J6XuTZkuvOPgL5P,0.377,0.951,9.0,-6.538,1.0,0.189,0.0351,0.00146,0.669,0.269,96.285,264813.0,4.0
29,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,Free to fly / The promise of H.O.T. - Live,5jRe9PH4SjpRDCuBRWrDBS,0.348,0.824,0.0,-7.533,1.0,0.166,0.35,0.0,0.559,0.302,120.132,306160.0,4.0
30,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,팬들에 대한 인사 - Live,11nZ85PHaSWpEJsIKcWVQy,0.468,0.508,9.0,-15.326,1.0,0.6,0.853,0.0,0.786,0.26,81.317,116907.0,4.0
31,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,널 사랑한 만큼 - Live,3vvRDptfUKocFpH2AJAa25,0.337,0.758,5.0,-10.237,1.0,0.0766,0.335,1.35e-06,0.889,0.237,73.976,242133.0,4.0
32,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,Do or Die - Live,5Fg7VDYU8AbyjETtISR7EU,0.503,0.919,0.0,-7.77,1.0,0.115,0.0472,0.000556,0.948,0.262,103.015,326667.0,4.0
33,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,Korean Pride - Live,0xbPEfbhQylixGcENt8ptS,0.445,0.997,0.0,-6.894,1.0,0.462,0.102,0.00369,0.77,0.051,127.918,310867.0,4.0
34,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,Right here waiting - Live,14t1Nm7ivTA4OrfvgpaDpe,0.277,0.395,0.0,-14.315,1.0,0.0327,0.806,0.000182,0.834,0.298,81.274,232360.0,4.0
35,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,It's been raining since you left me - Live,2EyRAi54SKpTHTqnjcD2VW,0.591,0.853,5.0,-8.776,1.0,0.0507,0.337,0.0129,0.941,0.351,100.063,259733.0,4.0
36,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,Forever song - Live,64X3O71WOdzi5WLMprpo5e,0.59,0.923,10.0,-8.272,0.0,0.0436,0.0146,0.00113,0.538,0.653,127.111,252400.0,4.0
37,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,Soul - Live,3m99rRpqGIyX3sDtosKFki,0.422,0.973,1.0,-8.017,0.0,0.257,0.105,0.000339,0.948,0.16,141.08,264467.0,4.0
38,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,Go! H.O.T.! / 오늘도 짜증나는 날이네 / The end of my inferiority complex - Live,3MEA1kiOmiMEpdGmHqUGio,0.384,0.909,0.0,-6.352,1.0,0.268,0.0469,0.0,0.7,0.334,103.007,244333.0,4.0
39,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,Line Up! - Live,6VWYx6jNCQQ2POs0i0FL1e,0.385,0.958,11.0,-6.364,0.0,0.246,0.111,2.05e-05,0.645,0.154,105.004,257800.0,4.0
40,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,The Way That You Like Me - Live,5oCEMNSlFEx6x95enyYcJZ,0.488,0.64,10.0,-12.653,1.0,0.0495,0.601,0.000209,0.903,0.355,127.925,279440.0,4.0
41,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,Git it up! - Live,4AzCRs3OM4EGpvptM4dd90,0.294,0.965,0.0,-7.519,1.0,0.144,0.147,0.0644,0.967,0.259,97.015,247493.0,4.0
42,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,Closing Ment - Live,2vgCClunYKPqwfIeMDSoFN,0.342,0.409,9.0,-16.193,0.0,0.22,0.951,0.00388,0.956,0.324,108.324,57840.0,5.0
43,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,I yah! - News Version,5t5ESrrz1CxrCJfh5WgEZS,0.192,0.889,8.0,-15.795,1.0,0.575,0.767,0.777,0.899,0.0683,93.269,72667.0,4.0
44,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,I yah! - Orchestra Version,3VuB6FNkuDmijv0yGBaDj6,0.38,0.291,7.0,-12.421,0.0,0.0331,0.783,0.955,0.832,0.191,81.61,85227.0,4.0
45,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,99 LIVE IN SEOUL (Live),64IbiOh32NqTuHxy5wsiBG,I yah! - Rock Version,09JhhJkZAym3p38AcZDjQt,0.247,0.97,2.0,-4.987,1.0,0.385,0.00282,0.000432,0.36,0.204,172.107,487573.0,4.0
46,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Outside Castle -The 5th Album,0qqE8lGVSRDqePeWpKy1Fg,Outside Castle (The Castle Outsiders),4ZUBUNAl8VxYWfFq0lHEfq,0.464,0.745,0.0,-7.303,1.0,0.158,0.349,7.53e-05,0.0768,0.31,141.952,326293.0,4.0
47,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Outside Castle -The 5th Album,0qqE8lGVSRDqePeWpKy1Fg,Delight,1ZmjE17J4COqCRKt7a9Ibb,0.64,0.84,0.0,-7.056,0.0,0.0545,0.165,0.0,0.0742,0.44,137.993,234560.0,4.0
48,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Outside Castle -The 5th Album,0qqE8lGVSRDqePeWpKy1Fg,We Can Do It,7rRpQteh3GPzSt1RIojvJw,0.682,0.965,4.0,-4.684,0.0,0.0753,0.216,0.0,0.325,0.707,124.067,248947.0,4.0
49,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Outside Castle -The 5th Album,0qqE8lGVSRDqePeWpKy1Fg,My Mother,0OiRuV951iGz9i2U446yle,0.509,0.803,2.0,-7.382,0.0,0.334,0.167,0.0,0.383,0.63,93.58,231760.0,4.0
50,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Outside Castle -The 5th Album,0qqE8lGVSRDqePeWpKy1Fg,Pray For You,38vxVEjuQWBML7tn78yp9c,0.616,0.547,10.0,-6.628,1.0,0.0284,0.0874,0.0,0.0997,0.451,125.973,290200.0,4.0
51,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Outside Castle -The 5th Album,0qqE8lGVSRDqePeWpKy1Fg,Wish Of A Blue Bird,66T9tsF3joOXJylARMT2Mi,0.69,0.912,4.0,-5.17,0.0,0.0665,0.108,5.17e-06,0.463,0.655,123.96,237507.0,4.0
52,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Outside Castle -The 5th Album,0qqE8lGVSRDqePeWpKy1Fg,Time Will Tell,4FIOVVa2iWrcL0mQqAjNoT,0.739,0.633,10.0,-7.939,0.0,0.0523,0.278,0.0,0.164,0.658,96.971,264627.0,4.0
53,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Outside Castle -The 5th Album,0qqE8lGVSRDqePeWpKy1Fg,One Last Love,1bGVrXrSJDhZq2CcSa4AwR,0.762,0.891,9.0,-7.966,0.0,0.0832,0.064,0.0,0.313,0.685,126.023,218667.0,4.0
54,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Outside Castle -The 5th Album,0qqE8lGVSRDqePeWpKy1Fg,Good-bye For The Last,0dAMEo2WErfxvc9WxZedow,0.541,0.791,9.0,-7.08,0.0,0.11,0.267,0.0,0.0881,0.641,84.68,259000.0,4.0
55,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Outside Castle -The 5th Album,0qqE8lGVSRDqePeWpKy1Fg,A Song For Lady,4RiQbYxxSg4maMlBEA0qWM,0.412,0.489,0.0,-7.431,1.0,0.0306,0.0549,0.0,0.641,0.194,72.092,263907.0,4.0
56,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Outside Castle -The 5th Album,0qqE8lGVSRDqePeWpKy1Fg,ILLUSION,7AR64R9TJLRMvMcaM2Ekip,0.752,0.775,0.0,-8.348,1.0,0.0466,0.0263,2.26e-06,0.0453,0.722,128.014,287333.0,4.0
57,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Outside Castle -The 5th Album,0qqE8lGVSRDqePeWpKy1Fg,Natural Born Killer,4S87FBSqZS3xEFu2tIJRoI,0.752,0.866,1.0,-6.036,1.0,0.0702,0.0383,0.0,0.337,0.806,110.044,225960.0,4.0
58,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Outside Castle -The 5th Album,0qqE8lGVSRDqePeWpKy1Fg,Abandoned Children,7JDrHP9GH24a32LKZJhH2F,0.633,0.729,7.0,-7.308,0.0,0.0596,0.0787,2.65e-05,0.27,0.591,93.937,289640.0,4.0
59,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Outside Castle -The 5th Album,0qqE8lGVSRDqePeWpKy1Fg,Always My Love,77tSDqw2vj3JEL8ot3QMLI,0.319,0.464,9.0,-8.377,1.0,0.0294,0.441,0.0,0.347,0.337,134.005,249987.0,4.0
60,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Age Of Peace (Original Motion Picture Soundtrack),73PXsDhLv6RV01AyVN8Ymx,Age Of Peace - Instrumental,4dSycqdWPI5zIGzjBcXwsO,0.267,0.984,7.0,-8.744,1.0,0.0668,3.92e-05,0.443,0.304,0.367,130.108,256200.0,4.0
61,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Age Of Peace (Original Motion Picture Soundtrack),73PXsDhLv6RV01AyVN8Ymx,OP.T (Operation Takeover),0Ihj1EwdCzckn5Lem9Ork1,0.658,0.901,4.0,-4.963,0.0,0.0626,0.0152,0.000215,0.31,0.392,144.021,200533.0,4.0
62,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Age Of Peace (Original Motion Picture Soundtrack),73PXsDhLv6RV01AyVN8Ymx,"OP.T, Pt. 1 - '사투 (死鬪)'",0nC991QlcqBqxusKqw0tm3,0.567,0.726,0.0,-8.375,1.0,0.0488,0.63,0.798,0.115,0.376,98.055,65667.0,4.0
63,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Age Of Peace (Original Motion Picture Soundtrack),73PXsDhLv6RV01AyVN8Ymx,"OP.T, Pt. 2 - 'ZEUS'",3SsFO8vfJWHxkFh1KRzBGb,0.717,0.889,4.0,-7.831,0.0,0.0439,0.326,0.000162,0.368,0.0606,99.983,45227.0,4.0
64,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Age Of Peace (Original Motion Picture Soundtrack),73PXsDhLv6RV01AyVN8Ymx,THE BEST,5Yv240didk6IQr1047VbO3,0.728,0.903,9.0,-6.863,0.0,0.0996,0.0151,0.00204,0.305,0.249,120.045,217867.0,4.0
65,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Age Of Peace (Original Motion Picture Soundtrack),73PXsDhLv6RV01AyVN8Ymx,"TTTrack, Pt. 1 (Techno Time Track, Pt. 1)",6oF0kEyIGZPezkFy7QxTGL,0.703,0.954,7.0,-7.099,1.0,0.0578,0.00128,0.893,0.118,0.688,130.324,112133.0,4.0
66,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Age Of Peace (Original Motion Picture Soundtrack),73PXsDhLv6RV01AyVN8Ymx,"TTTrack, Pt. 2 (Techno Time Track, Pt. 2)",1VIOrR3B8lVhtjd6sFJdlr,0.392,0.837,10.0,-6.895,0.0,0.0729,0.000331,0.969,0.289,0.626,134.052,74707.0,4.0
67,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Age Of Peace (Original Motion Picture Soundtrack),73PXsDhLv6RV01AyVN8Ymx,OP.T (From '3D MOVIE Concert' Scene),0l8f6KS7svDsGC6MesQkSA,0.625,0.804,4.0,-5.096,0.0,0.0429,0.00905,0.00169,0.117,0.345,144.106,115533.0,4.0
68,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Age Of Peace (Original Motion Picture Soundtrack),73PXsDhLv6RV01AyVN8Ymx,OP.T - Instrumental,0lZLCe2XLHY1xILOhmnI3B,0.64,0.865,4.0,-5.521,0.0,0.0365,0.0112,0.895,0.336,0.479,143.991,200560.0,4.0
69,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,Age Of Peace (Original Motion Picture Soundtrack),73PXsDhLv6RV01AyVN8Ymx,THE BEST - Instrumental,3rOLTLddEdtQpvGkZhgENF,0.649,0.876,0.0,-7.972,1.0,0.0505,0.00302,0.872,0.443,0.202,120.043,215267.0,4.0
70,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,I Yah! - The 4th Album,2hTRBrQt64fYVfZl9viZh3,Git it up!,5Dg2iJomKtU2MxHK8BUkzn,0.622,0.855,0.0,-5.973,1.0,0.0852,0.0786,0.000152,0.142,0.569,97.019,256000.0,4.0
71,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,I Yah! - The 4th Album,2hTRBrQt64fYVfZl9viZh3,Talk '전쟁',15BIS1WP8yINIFnrP7HlkC,0.71,0.17,9.0,-20.008,0.0,0.906,0.66,1.6e-05,0.4,0.442,62.021,86560.0,4.0
72,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,I Yah! - The 4th Album,2hTRBrQt64fYVfZl9viZh3,"Talk '아이들&News (from 1999/6/30, SBS 8시 뉴스)'",0mcBDo8VEq1kzZQooEOn1X,0.491,0.28,11.0,-19.094,0.0,0.778,0.938,0.000194,0.202,0.672,92.241,102733.0,1.0
73,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,I Yah! - The 4th Album,2hTRBrQt64fYVfZl9viZh3,I yah!,1T7Bba0gPmoyulQioB9ZGt,0.435,0.941,11.0,-3.297,0.0,0.249,0.0239,0.0,0.219,0.393,172.106,277173.0,4.0
74,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,I Yah! - The 4th Album,2hTRBrQt64fYVfZl9viZh3,"Talk '하늘, 꿈, 그리고…'",3BT6tzQatu933BRB9qrihj,0.47,0.328,5.0,-19.316,1.0,0.203,0.0908,0.000275,0.364,0.174,91.676,79933.0,4.0
75,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,I Yah! - The 4th Album,2hTRBrQt64fYVfZl9viZh3,The Way That You Like Me,2GAlQEl9gYbUp73Vk9xRKm,0.612,0.708,10.0,-5.655,1.0,0.0324,0.136,0.000201,0.136,0.432,128.008,276400.0,4.0
76,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,I Yah! - The 4th Album,2hTRBrQt64fYVfZl9viZh3,My Girl,1gK51kNRPghzk9ZmrXcE13,0.754,0.903,0.0,-4.489,1.0,0.0386,0.0679,0.0,0.291,0.848,120.01,224093.0,4.0
77,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,I Yah! - The 4th Album,2hTRBrQt64fYVfZl9viZh3,8.15 (제2의 독립을 위하여...),2PIJatbeBfmWeYPqDull9j,0.747,0.856,8.0,-6.066,0.0,0.0944,0.237,1.51e-05,0.138,0.745,103.041,271600.0,4.0
78,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,I Yah! - The 4th Album,2hTRBrQt64fYVfZl9viZh3,Talk '신념',0pJChG859yfpzWU4Us6xYt,0.612,0.219,5.0,-22.954,1.0,0.305,0.665,0.0,0.406,0.602,85.005,22707.0,4.0
79,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,I Yah! - The 4th Album,2hTRBrQt64fYVfZl9viZh3,Korean Pride,3F1C0snpDPSU8TWcauAoN1,0.704,0.91,0.0,-5.753,1.0,0.185,0.0383,0.0,0.257,0.728,128.023,224267.0,4.0
80,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,I Yah! - The 4th Album,2hTRBrQt64fYVfZl9viZh3,Talk '마지막 음성',30UJU9u1Lh6qGUrHVG6y7m,0.388,0.258,4.0,-23.384,0.0,0.0749,0.0645,0.0316,0.276,0.289,75.845,55427.0,3.0
81,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,I Yah! - The 4th Album,2hTRBrQt64fYVfZl9viZh3,Do Or Die,57aKngke0BIHnb6zehCs3O,0.742,0.717,0.0,-5.267,1.0,0.0607,0.0189,0.0,0.0591,0.626,102.971,223240.0,4.0
82,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,I Yah! - The 4th Album,2hTRBrQt64fYVfZl9viZh3,Talk '고백',6PttVuH94j6iwK5C6stfvM,0.641,0.0504,6.0,-25.846,1.0,0.372,0.268,1.39e-06,0.132,0.517,61.617,46200.0,3.0
83,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,I Yah! - The 4th Album,2hTRBrQt64fYVfZl9viZh3,Celebrate,088dIVWjQQdpF7jFyhQOe2,0.55,0.676,0.0,-6.243,1.0,0.0311,0.295,0.0,0.0925,0.357,137.889,300360.0,4.0
84,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,I Yah! - The 4th Album,2hTRBrQt64fYVfZl9viZh3,Talk '친구',7CgInQUeLiNcpbruiK6Ri5,0.47,0.0892,0.0,-23.722,0.0,0.0827,0.772,3.21e-05,0.111,0.257,77.524,138800.0,5.0
85,H.O.T.,5JrfgZAgqAMywJpLpJM0eS,I Yah! - The 4th Album,2hTRBrQt64fYVfZl9viZh3,Soul,2DHKLTfEUnM2WWspq7z1Wm,0.523,0.906,1.0,-5.551,0.0,0.158,0.243,1.36e-05,0.173,0.567,140.978,262067.0,4.0
